,Company,Job,Salary,Reported,Location,Rating
6451,Jio,Full Stack Front End Developer,1400000,1,Hyderabad,3.7
6452,ABC,Front-End Web Deveoloper,300000,1,Hyderabad,3.9
6453,Wipro,Java Developer and Front End Developer - Intern,300000,1,Hyderabad,3.8
6454,Tata Consultancy Services,Front End Developer,400000,11,New Delhi,3.9
6455,Fresher,Front End Developer,144000,9,New Delhi,4.1
6456,Publicis Sapient,Front End Developer,400000,9,New Delhi,3.9
6457,OodlesTechnologies,Front End Developer,200000,6,New Delhi,4.0
6458,Josh Technology Group,Front End Developer,700000,6,New Delhi,4.3
6459,Srijan Technologies,Front End Developer,300000,5,New Delhi,4.2
6460,Infosys,Front End Developer,360000,4,New Delhi,3.3
6461,Accenture,Front End Developer,504000,4,New Delhi,4.1
6462,First Student,Front End Developer,240000,4,New Delhi,4.1
6463,SparxIT,Front End Developer,132000,4,New Delhi,4.3
6464,Google,Front End Developer,300000,3,New Delhi,4.5
6465,Collegedunia,Front End Developer,300000,3,New Delhi,3.8
6466,SapientNitro,Front End Developer,600000,3,New Delhi,3.5
6467,Josh Technology Group,Front End Developer - Intern,216000,3,New Delhi,4.3
6468,Pickrr Technologies,Front End Developer,100000,3,New Delhi,4.4
6469,Mobikasa,Front End Developer,504000,3,New Delhi,3.8
6470,Grappus,Front End Developer,500000,3,New Delhi,4.5
6471,Frontend Design,Front End Developer,144000,3,New Delhi,4.5
6472,Colaborar Labs (India),Front End Developer,600000,3,New Delhi,4.8
6473,Auxesis Infotech,Front End Developer,312000,3,New Delhi,4.5
6474,Expand My Business (ExMyB),Front End Developer,500000,3,New Delhi,5.0
6475,Iris,Front End Developer,400000,3,New Delhi,3.5
6476,OptiPhoeniX,Front End Developer,300000,3,New Delhi,4.5
6477,Wipro,Front End Developer,400000,2,New Delhi,3.8
6478,Freelancer,Front End Developer - Intern,120000,2,New Delhi,4.2
6479,GlobalLogic,Front End Developer,500000,2,New Delhi,4.0
6480,EMPLOYERS,Front End Developer,500000,2,New Delhi,4.1
6481,Fresher,Front End Developer,288000,2,New Delhi,4.3
6482,Info Edge,Front End Developer,1300000,2,New Delhi,3.9
6483,Virtual Employee,Front End Developer,192000,2,New Delhi,4.1
6484,Times Internet,Front End Developer,1700000,2,New Delhi,4.2
6485,Xebia,Front End Developer,700000,2,New Delhi,4.1
6486,Diverse Lynx,Front End Developer,600000,2,New Delhi,3.7
6487,HT Media,Front End Developer,600000,2,New Delhi,3.6
6488,Appinventiv,Front End Developer,400000,2,New Delhi,3.7
6489,SirionLabs,Front End Developer,900000,2,New Delhi,4.3
6490,Josh Technology Group,Front End Developer,240000,2,New Delhi,4.3
6491,FreeCharge,Front End Developer,1000000,2,New Delhi,4.1
6492,AuthBridge Research Services,Front End Developer,600000,2,New Delhi,3.4
6493,Fluper,Front End Developer,144000,2,New Delhi,3.9
6494,Magic Software,Front End Developer,500000,2,New Delhi,3.5
6495,Paytm Money,Front End Developer,684000,2,New Delhi,3.7
6496,Appster,Front End Developer,720000,2,New Delhi,4.0
6497,Avizva Solutions,Front End Developer,576000,2,New Delhi,3.4
6498,Unnati,Front End Developer,500000,2,New Delhi,4.5
6499,Altudo,Front End Developer,252000,2,New Delhi,4.2
6500,Sumo Logic,Front End Developer,312000,2,New Delhi,3.9
6501,Crownstack,Front End Developer,300000,2,New Delhi,4.3
6502,Dhwaniris,Front End Developer,360000,2,New Delhi,3.8
6503,ParallelDots,Front End Developer,800000,2,New Delhi,4.0
6504,Wizikey,Front End Developer,500000,2,New Delhi,3.4
6505,Zibal Technologies,Front End Developer,500000,2,New Delhi,4.1
6506,ePayLater,Front End Developer,700000,2,New Delhi,3.8
6507,Ogrelogic,Front End Developer,156000,2,New Delhi,4.8
6508,Educo International,Front End Developer,228000,2,New Delhi,4.0
6509,Wish A Cloud,Front End Developer,504000,2,New Delhi,4.7
6510,4 Way Technologies,Front End Developer,300000,2,New Delhi,4.6
6511,Simplified Automation,Front End Developer,400000,2,New Delhi,5.0
6512,Pronto IT Labs,Front End Developer,700000,2,New Delhi,4.1
6513,Pleasonton Web Design,Front End Developer,252000,2,New Delhi,4.4
6514,Cognizant Technology Solutions,Front End Developer,456000,1,New Delhi,3.8
6515,Amazon,Front End Developer - Intern,120000,1,New Delhi,3.8
6516,Amazon,Front End Developer,600000,1,New Delhi,3.8
6517,HCL Technologies,Front End Developer,168000,1,New Delhi,3.7
6518,IBM,Front End Developer,800000,1,New Delhi,4.1
6519,Tech Mahindra,Front End Developer,2400000,1,New Delhi,3.6
6520,Tech Mahindra,Front End Developer,1300000,1,New Delhi,3.6
6521,LTI,Front End Developer,500000,1,New Delhi,3.8
6522,Fresher,Front End Developer,408000,1,New Delhi,4.1
6523,Mindtree,Front End Developer,504000,1,New Delhi,4.0
6524,ABC,Front End Developer,1200000,1,New Delhi,3.9
6525,Microsoft,Front End Developer,2000000,1,New Delhi,4.4
6526,Google,Front End Developer - Intern,100000,1,New Delhi,4.5
6527,Publicis Sapient,Front End Developer - Contractor,1000000,1,New Delhi,3.9
6528,Wipro Technologies,Front End Developer,400000,1,New Delhi,3.8
6529,Wipro Technologies,Front End Developer,700000,1,New Delhi,3.8
6530,Freelancer,Front End Developer,348000,1,New Delhi,4.2
6531,Freelancer,Front End Developer,300000,1,New Delhi,4.2
6532,Capgemini Engineering,Front End Developer,540000,1,New Delhi,3.9
6533,Jio,Front End Developer,700000,1,New Delhi,3.7
6534,DONE by NONE,Front End Developer,300000,1,New Delhi,4.0
6535,TCS,Front End Developer,240000,1,New Delhi,4.0
6536,Goldman Sachs,Front End Developer,300000,1,New Delhi,4.0
6537,Nones,Front End Developer,120000,1,New Delhi,4.0
6538,Nones,Front End Developer - Intern,120000,1,New Delhi,4.0
6539,Paytm,Front End Developer,1500000,1,New Delhi,3.8
6540,Adobe,Front End Developer - Contractor,700000,1,New Delhi,4.4
6541,Adobe,Front End Developer,1000000,1,New Delhi,4.4
6542,NatWest Group,Front End Developer,1500000,1,New Delhi,3.9
6543,ITC Infotech,Front End Developer,336000,1,New Delhi,3.7
6544,EMPLOYERS,Front End Developer - Intern,144000,1,New Delhi,4.1
6545,Coforge,Front End Developer,1300000,1,New Delhi,4.1
6546,XYZ,Front End Developer,1000000,1,New Delhi,3.8
6547,Anonymous Content,Front End Developer,500000,1,New Delhi,3.8
6548,IndiaMART,Front End Developer,500000,1,New Delhi,3.7
6549,CSS Corporation,Front End Developer,300000,1,New Delhi,3.5
6550,Infogain,Front End Developer,1000000,1,New Delhi,4.1
6551,Snapdeal,Front End Developer,100000,1,New Delhi,4.3
6552,Delhivery,Front End Developer,1000000,1,New Delhi,3.7
6553,Samsung R&D Institute India - Noida,Front End Developer,600000,1,New Delhi,3.1
6554,Amadeus,Front End Developer,468000,1,New Delhi,3.9
6555,Info Edge,Front End Developer - Intern,168000,1,New Delhi,3.9
6556,PolicyBazaar,Front End Developer,400000,1,New Delhi,3.8
6557,Test,Front End Developer,288000,1,New Delhi,4.1
6558,Accolite Digital,Front End Developer - Intern,800000,1,New Delhi,4.1
6559,Sprinklr,Front End Developer,200000,1,New Delhi,4.1
6560,Wipro Digital,Front End Developer,400000,1,New Delhi,3.8
6561,Fidelity International,Front End Developer,2000000,1,New Delhi,4.3
6562,Apple,Front End Developer,300000,1,New Delhi,4.2
6563,VVDN Technologies,Front End Developer,500000,1,New Delhi,3.5
6564,CARS24.com,Front End Developer - Intern,300000,1,New Delhi,4.0
6565,Rivigo,Front End Developer,576000,1,New Delhi,3.4
6566,PTC,Front End Developer,900000,1,New Delhi,4.0
6567,Chetu,Front End Developer,200000,1,New Delhi,3.6
6568,Chetu,Front End Developer,1100000,1,New Delhi,3.6
6569,R Systems,Front End Developer,300000,1,New Delhi,3.8
6570,Square Yards,Front End Developer,400000,1,New Delhi,3.1
6571,Talent Zone Consultants,Front End Developer,900000,1,New Delhi,5.0
6572,Rahul Infotech,Front End Developer,600000,1,New Delhi,3.8
6573,Raja Software Labs,Front End Developer,400000,1,New Delhi,4.0
6574,Fareportal,Front End Developer,660000,1,New Delhi,3.6
6575,SelfMade,Front End Developer,400000,1,New Delhi,4.5
6576,Team Computers,Front End Developer,276000,1,New Delhi,4.0
6577,Nothing Something,Front End Developer,348000,1,New Delhi,4.0
6578,2COMS,Front End Developer,1100000,1,New Delhi,3.8
6579,Ameriprise,Front End Developer,600000,1,New Delhi,3.8
6580,Publicis Groupe,Front End Developer,900000,1,New Delhi,3.8
6581,Gemini Solutions,Front End Developer,1200000,1,New Delhi,4.1
6582,RMSI (India),Front End Developer - Intern,132000,1,New Delhi,4.0
6583,Camp K-12,Front End Developer,600000,1,New Delhi,3.4
6584,Indecomm Global Services,Front End Developer,1200000,1,New Delhi,3.8
6585,Ecom Express,Front End Developer,996000,1,New Delhi,3.8
6586,Free Lance,Front End Developer,400000,1,New Delhi,4.1
6587,Moglix,Front End Developer,800000,1,New Delhi,4.0
6588,Josh Technology Group,Front End Developer,800000,1,New Delhi,4.3
6589,Fiverr Inc.,Front End Developer,252000,1,New Delhi,4.3
6590,Fiverr Inc.,Front End Developer,31680,1,New Delhi,4.3
6591,Ramesh & Co.,Front End Developer - Intern,200000,1,New Delhi,3.9
6592,FabHotels,Front End Developer,1200000,1,New Delhi,4.3
6593,FabHotels,Front End Developer - Intern,288000,1,New Delhi,4.3
6594,Web Developers India,Front End Developer,900000,1,New Delhi,4.3
6595,Mobiloitte,Front End Developer,300000,1,New Delhi,2.9
6596,Q3 Technologies,Front End Developer,552000,1,New Delhi,3.9
6597,Successive Technologies,Front End Developer,300000,1,New Delhi,4.4
6598,Aman,Front End Developer,168000,1,New Delhi,4.0
6599,ANR Software,Front End Developer,500000,1,New Delhi,3.4
6600,Shiprocket,Front End Developer,744000,1,New Delhi,3.9
6601,Lakshmikumaran & Sridharan,Front End Developer,500000,1,New Delhi,3.8
6602,Uneecops Technologies,Front End Developer,5400000,1,New Delhi,4.2
6603,Super Highway Labs,Front End Developer - Intern,900000,1,New Delhi,4.5
6604,Addverb Technologies,Front End Developer,1000000,1,New Delhi,4.0
6605,KALKINE,Front End Developer,400000,1,New Delhi,4.5
6606,Adglobal360,Front End Developer,600000,1,New Delhi,4.0
6607,Freshersworld.com,Front End Developer - Intern,120000,1,New Delhi,4.0
6608,Shubham,Front End Developer - Intern,100000,1,New Delhi,3.8
6609,VMock,Front End Developer,700000,1,New Delhi,3.9
6610,Bhavna,Front End Developer,600000,1,New Delhi,3.7
6611,PepCoding,Front End Developer,600000,1,New Delhi,3.7
6612,PepCoding,Front End Developer,300000,1,New Delhi,3.7
6613,India YAMAHA Motor Pvt.,Front End Developer - Intern,120000,1,New Delhi,3.4
6614,Logic Fruit Technologies,Front End Developer,360000,1,New Delhi,4.0
6615,Google Summer of Code,Front End Developer,400000,1,New Delhi,4.7
6616,Affle,Front End Developer,500000,1,New Delhi,4.1
6617,Daloopa,Front End Developer,3200000,1,New Delhi,3.1
6618,Weber Shandwick,Front End Developer,384000,1,New Delhi,3.8
6619,Upwork,Front End Developer,600000,1,New Delhi,4.2
6620,Eli Global,Front End Developer,1300000,1,New Delhi,3.0
6621,Centilytics,Front End Developer,500000,1,New Delhi,3.4
6622,Elucidata (MA),Front End Developer - Intern,324000,1,New Delhi,4.0
6623,Qwerty Concepts,Front End Developer,400000,1,New Delhi,4.3
6624,MoreTasks,Front End Developer - Intern,252000,1,New Delhi,4.5
6625,Ginger Webs,Front End Developer,600000,1,New Delhi,3.4
6626,TIGI HR Solution,Front End Developer,300000,1,New Delhi,4.9
6627,Freelancer,Front End Developer,576000,1,New Delhi,4.0
6628,freelance,Front End Developer,24000,1,New Delhi,4.2
6629,Utthunga Technologies,Front End Developer,276000,1,New Delhi,3.3
6630,Orange Mantra,Front End Developer,360000,1,New Delhi,4.2
6631,MIT,Front End Developer,1152000,1,New Delhi,4.4
6632,TAAZAA,Front End Developer,1200000,1,New Delhi,5.0
6633,Intelegencia,Front End Developer,1200000,1,New Delhi,3.4
6634,Iplay N Talk,Front End Developer - Intern,408000,1,New Delhi,3.7
6635,Milliman,Front End Developer - Intern,192000,1,New Delhi,4.1
6636,tringapps,Front End Developer,516000,1,New Delhi,4.0
6637,Abhishek Enterprises,Front End Developer,800000,1,New Delhi,4.0
6638,Franciscan Solutions,Front End Developer,504000,1,New Delhi,3.4
6639,Scoopwhoop,Front End Developer,300000,1,New Delhi,3.5
6640,Innolabz,Front End Developer,300000,1,New Delhi,3.4
6641,Icreon Communications,Front End Developer,300000,1,New Delhi,3.7
6642,SquareBoat,Front End Developer,800000,1,New Delhi,3.1
6643,Cerebry (Singapore),Front End Developer,1000000,1,New Delhi,3.9
6644,Wildnet Technologies,Front End Developer,300000,1,New Delhi,4.2
6645,Antino Labs,Front End Developer - Intern,180000,1,New Delhi,4.5
6646,Builder.ai,Front End Developer,500000,1,New Delhi,4.0
6647,Grapes Digital,Front End Developer,288000,1,New Delhi,3.3
6648,Eckovation,Front End Developer,500000,1,New Delhi,2.5
6649,Sahil,Front End Developer,96000,1,New Delhi,4.1
6650,Code Vyasa,Front End Developer,168000,1,New Delhi,4.9
6651,inFeedo,Front End Developer,800000,1,New Delhi,4.9
6652,Z1 Media,Front End Developer,360000,1,New Delhi,4.8
6653,Code Vyasa,Front End Developer,1100000,1,New Delhi,4.9
6654,Smart Joules,Front End Developer,600000,1,New Delhi,3.5
6655,OSSCube,Front End Developer,900000,1,New Delhi,4.0
6656,Nickelfox,Front End Developer,400000,1,New Delhi,4.8
6657,Vijay Nirman Company,Front End Developer,100000,1,New Delhi,3.7
6658,TravClan,Front End Developer,600000,1,New Delhi,4.4
6659,Omnie Solutions,Front End Developer,700000,1,New Delhi,3.6
6660,CTDI,Front End Developer,492000,1,New Delhi,3.2
6661,Frontend Design,Front End Developer - Intern,60000,1,New Delhi,4.5
6662,Affordplan,Front End Developer,500000,1,New Delhi,3.8
6663,StashFin,Front End Developer,600000,1,New Delhi,4.1
6664,STPL (CA),Front End Developer,192000,1,New Delhi,4.6
6665,hear.com,Front End Developer,1000000,1,New Delhi,4.1
6666,Tekie,Front End Developer - Intern,144000,1,New Delhi,3.2
6667,Tekie,Front End Developer,156000,1,New Delhi,3.2
6668,Tesis,Front End Developer - Intern,400000,1,New Delhi,4.1
6669,RapiPay Fintech,Front End Developer,444000,1,New Delhi,4.2
6670,Advantage Club,Front End Developer,700000,1,New Delhi,4.8
6671,300 Plus Consultant,Front End Developer,300000,1,New Delhi,4.4
6672,RevInfotech,Front End Developer,300000,1,New Delhi,4.2
6673,Vlink,Front End Developer,420000,1,New Delhi,4.0
6674,Full Time,Front End Developer,228000,1,New Delhi,3.9
6675,ATS Infrastructure,Front End Developer,500000,1,New Delhi,3.4
6676,Ocrolus,Front End Developer,2200000,1,New Delhi,4.4
6677,Yugasa Software Labs,Front End Developer,300000,1,New Delhi,4.8
6678,Prosper Channel Lifescience India,Front End Developer,200000,1,New Delhi,3.7
6679,Fabulous Media,Front End Developer,336000,1,New Delhi,4.6
6680,Redcliffe Life Tech,Front End Developer,120000,1,New Delhi,4.9
6681,Stigasoft,Front End Developer,800000,1,New Delhi,3.7
6682,Bravvura,Front End Developer,900000,1,New Delhi,2.5
6683,Semusi,Front End Developer,180000,1,New Delhi,4.3
6684,ANScommerce,Front End Developer,396000,1,New Delhi,3.3
6685,Web Development India,Front End Developer,228000,1,New Delhi,4.5
6686,Games91,Front End Developer,480000,1,New Delhi,1.9
6687,Appin Technology Lab,Front End Developer,200000,1,New Delhi,3.5
6688,Frankly.me,Front End Developer,600000,1,New Delhi,3.5
6689,MobileCoderz,Front End Developer,200000,1,New Delhi,4.8
6690,Tagbin,Front End Developer,564000,1,New Delhi,3.7
6691,Amantya Technologies,Front End Developer,400000,1,New Delhi,4.3
6692,Digital Jalebi,Front End Developer,300000,1,New Delhi,4.3
6693,Cognam Technologies,Front End Developer,612000,1,New Delhi,3.5
6694,Plaxonic Technologies,Front End Developer,264000,1,New Delhi,4.8
6695,Kcloud Technologies,Front End Developer,300000,1,New Delhi,4.5
6696,Lyxel Labs,Front End Developer,936000,1,New Delhi,4.3
6697,Ichhapurti.com,Front End Developer,300000,1,New Delhi,3.8
6698,NetCom Learning,Front End Developer,300000,1,New Delhi,4.2
6699,Clicbrics,Front End Developer,500000,1,New Delhi,4.7
6700,ISKPRO,Front End Developer,300000,1,New Delhi,4.4
6701,Redian Software,Front End Developer,900000,1,New Delhi,3.9
6702,Full Stack Technology,Front End Developer,420000,1,New Delhi,3.7
6703,RoadCast,Front End Developer,300000,1,New Delhi,4.9
6704,Crescerance,Front End Developer,700000,1,New Delhi,3.3
6705,BITCS,Front End Developer,300000,1,New Delhi,4.5
6706,Quarks Technosoft,Front End Developer - Intern,144000,1,New Delhi,4.5
6707,Decipher Zone Softwares,Front End Developer,600000,1,New Delhi,4.5
6708,Oriserve,Front End Developer,500000,1,New Delhi,4.3
6709,Datability Solutions,Front End Developer,700000,1,New Delhi,4.5
6710,Oriserve,Front End Developer - Intern,144000,1,New Delhi,4.3
6711,SeedWill Consulting,Front End Developer,400000,1,New Delhi,4.7
6712,Ways & Works Consulting,Front End Developer,800000,1,New Delhi,5.0
6713,Project ECHO,Front End Developer,168000,1,New Delhi,3.5
6714,Noisy Lion,Front End Developer,500000,1,New Delhi,4.2
6715,Kodaikanal International School,Front End Developer,300000,1,New Delhi,2.2
6716,BrickRed Systems,Front End Developer - Intern,120000,1,New Delhi,4.4
6717,1Gen,Front End Developer,288000,1,New Delhi,4.8
6718,EKCS,Front End Developer,408000,1,New Delhi,3.9
6719,VAYUZ Technologies,Front End Developer - Intern,108000,1,New Delhi,4.2
6720,Envigo,Front End Developer,456000,1,New Delhi,3.7
6721,Seven Star Websolutions,Front End Developer,360000,1,New Delhi,5.0
6722,Orkash Services,Front End Developer,456000,1,New Delhi,3.6
6723,GetWork (India),Front End Developer,500000,1,New Delhi,3.3
6724,Healthmug,Front End Developer,300000,1,New Delhi,3.9
6725,ZiffyHomes,Front End Developer,700000,1,New Delhi,3.4
6726,Grupo Lala,Front End Developer,100000,1,New Delhi,4.0
6727,Staqu Technologies,Front End Developer,600000,1,New Delhi,4.4
6728,Green Honchos Solutions,Front End Developer,500000,1,New Delhi,3.9
6729,Shipgig,Front End Developer - Intern,100000,1,New Delhi,4.7
6730,Razorpod Technologies,Front End Developer Contractor,312000,1,New Delhi,4.5
6731,SimplePlan Media,Front End Developer,264000,1,New Delhi,4.5
6732,6ixWebSoft Technology,Front End Developer,192000,1,New Delhi,4.2
6733,ThreadSol,Front End Developer,600000,1,New Delhi,4.1
6734,Aryson Technologies,Front End Developer,300000,1,New Delhi,4.2
6735,StarTele Logic,Front End Developer,456000,1,New Delhi,4.0
6736,Hie HQ,Front End Developer,516000,1,New Delhi,4.5
6737,Jaarvis,Front End Developer,216000,1,New Delhi,3.5
6738,CRON Systems,Front End Developer,480000,1,New Delhi,3.7
6739,Nanyang Technological University,Front End Developer,300000,1,New Delhi,4.0
6740,EzySchooling,Front End Developer - Intern,132000,1,New Delhi,4.2
6741,TechCompiler Data Systems,Front End Developer - Intern,228000,1,New Delhi,3.7
6742,Riskcovry,Front End Developer - Intern,168000,1,New Delhi,4.0
6743,Dror (India),Front End Developer,600000,1,New Delhi,4.5
6744,Mobcoder,Front End Developer,228000,1,New Delhi,4.7
6745,Benepik,Front End Developer,800000,1,New Delhi,3.2
